edgeId,edgeType,maneuver,fromIndex,fromName,fromRoad,fromLane,fromX,fromY,fromZ,toIndex,toName,toRoad,toLane,toX,toY,toZ,controlX,controlY,controlZ,angleDegrees,fromLaneIsLeftmostTurnLane,source,bridgePart
1528,base,base,1515,Road_209-Lane_0-Waypoint_198,209,0,-2408.152,-0.008,-1392.250,8752,Road_209-Lane_0-Waypoint_196,209,0,-2414.027,-0.008,-1391.394,,,,0.00,1,gley,
1529,base,base,1516,Road_97-Lane_1-Out,97,1,-211.144,0.000,-228.713,13647,Road_97-Lane_1-CConnect9,97,1,-211.139,0.000,-223.324,,,,0.00,1,gley,
1530,base,base,1516,Road_97-Lane_1-Out,97,1,-211.144,0.000,-228.713,11653,Road_97-Lane_1-CConnect3,97,1,-211.084,0.000,-222.331,,,,0.00,1,gley,
1531,base,base,1516,Road_97-Lane_1-Out,97,1,-211.144,0.000,-228.713,93,Road_97-Lane_1-CConnect4,97,1,-211.129,0.000,-221.896,,,,0.00,1,gley,
1532,base,base,1517,Road_111-Lane_1-Connector5,111,1,-295.416,0.010,-378.111,10468,Road_111-Lane_1-CConnect5,111,1,-291.280,0.010,-378.084,,,,0.00,0,gley,
1533,base,base,1518,Road_1705-Lane_0-Connector5,1705,0,-1598.225,0.200,-1233.274,9587,Road_1705-Lane_0-Connector6,1705,0,-1600.584,0.200,-1235.141,,,,0.00,1,gley,bridge_cross_178_184
1534,base,base,1519,Road_202-Lane_0-CConnect4,202,0,-2940.293,-0.209,-1092.972,12408,Road_202-Lane_0-Connector2,202,0,-2940.652,-0.209,-1088.961,,,,0.00,1,gley,
1535,base,base,1520,Road_35-Lane_2-CConnect3,35,2,-40.579,0.000,449.213,14889,Road_69-Lane_1-In,69,1,-40.626,0.000,446.354,,,,0.00,0,gley,
1536,base,base,1521,Road_197-Lane_4-Waypoint_29,197,4,-1589.569,8.853,-1357.507,15873,Road_197-Lane_4-Waypoint_27,197,4,-1579.651,9.172,-1357.499,,,,0.00,0,gley,
1537,base,base,1522,Road_89-Lane_3-Out,89,3,-64.527,0.000,-17.593,10513,Road_90-Lane_3-Waypoint_79,90,3,-76.975,0.000,-17.256,,,,0.00,0,gley,
1538,base,base,1523,Road_60-Lane_1-Waypoint_6,60,1,-71.822,0.000,323.131,3582,Road_60-Lane_1-Waypoint_8,60,1,-76.416,0.000,323.130,,,,0.00,0,gley,
1539,base,base,1524,Road_1704-Lane_1-Waypoint_54,1704,1,-470.042,12.707,-306.339,6747,Road_1704-Lane_1-Waypoint_56,1704,1,-466.914,12.303,-303.762,,,,0.00,1,gley,bridge_cross_177_194
1540,base,base,1525,Road_163-Lane_1-Waypoint_26,163,1,-1862.898,0.200,-1236.956,13501,Road_163-Lane_1-Waypoint_28,163,1,-1862.898,0.200,-1240.960,,,,0.00,1,gley,
1541,base,base,1526,Road_19-Lane_1-Waypoint_36,19,1,138.138,0.000,-101.620,6199,Road_19-Lane_1-Waypoint_38,19,1,138.136,0.000,-97.266,,,,0.00,1,gley,
1542,base,base,1527,Road_209-Lane_0-Waypoint_7,209,0,-2924.350,-0.008,-1375.796,1024,Road_209-Lane_0-Waypoint_4,209,0,-2928.548,-0.008,-1375.918,,,,0.00,1,gley,
1543,base,base,1528,Road_136-Lane_1-Connector5,136,1,-1594.781,0.200,-1327.281,6573,Road_136-Lane_1-Connector6,136,1,-1597.796,0.200,-1327.276,,,,0.00,0,gley,
1544,base,base,1529,Road_145-Lane_1-Waypoint_64,145,1,-1783.809,2.000,-1512.704,11448,Road_145-Lane_1-Out,145,1,-1783.789,2.000,-1512.704,,,,0.00,1,gley,
1545,base,base,1530,Road_132-Lane_0-Waypoint_30,132,0,-560.052,0.010,-119.914,3965,Road_132-Lane_0-Waypoint_28,132,0,-560.057,0.010,-115.911,,,,0.00,1,gley,
1546,base,base,1531,Road_249-Lane_1-In,249,1,-3220.075,0.050,-1451.861,14075,Road_249-Lane_1-Waypoint_2,249,1,-3215.948,0.050,-1455.838,,,,0.00,1,gley,
1547,base,base,1532,Road_237-Lane_1-Waypoint_61,237,1,-2008.128,0.300,-909.664,1690,Road_237-Lane_1-Waypoint_63,237,1,-2012.995,0.300,-906.262,,,,0.00,1,gley,
1548,base,base,1533,Road_41-Lane_0-Connector5,41,0,396.078,0.000,241.016,16028,Road_41-Lane_0-Connector6,41,0,396.077,0.000,237.535,,,,0.00,1,gley,
1549,base,base,1534,Road_71-Lane_0-Connector9,71,0,-36.538,0.000,326.924,13937,Road_71-Lane_0-CConnect9,71,0,-36.547,0.000,331.737,,,,0.00,1,gley,
1550,base,base,1535,Road_206-Lane_0-Out,206,0,-2618.702,0.000,-1016.913,12288,Road_206-Lane_0-CConnect0,206,0,-2621.662,0.000,-1019.486,,,,0.00,1,gley,
1551,base,base,1536,Road_38-Lane_1-Connector8,38,1,222.146,0.000,172.206,11258,Road_38-Lane_1-Connector9,38,1,218.729,0.000,171.278,,,,0.00,1,gley,
1552,base,base,1537,Road_157-Lane_3-Waypoint_18,157,3,-1559.735,0.200,-961.959,8949,Road_157-Lane_3-Waypoint_20,157,3,-1565.551,0.200,-961.938,,,,0.00,0,gley,
1553,base,base,1538,Road_208-Lane_0-Waypoint_93,208,0,-2911.193,-0.008,-1368.028,3805,Road_208-Lane_0-Waypoint_90,208,0,-2905.451,-0.008,-1367.499,,,,0.00,0,gley,
1554,base,base,1539,Road_228-Lane_0-Waypoint_24,228,0,-3134.187,-0.209,-1076.744,16743,Road_228-Lane_0-Waypoint_22,228,0,-3138.290,-0.139,-1079.779,,,,0.00,1,gley,
1555,base,base,1540,Road_6-Lane_1-CConnect5,6,1,320.140,0.000,-25.305,6032,Road_7-Lane_1-In,7,1,322.092,0.000,-25.304,,,,0.00,1,gley,
1556,base,base,1541,Road_33-Lane_1-Waypoint_2,33,1,114.961,0.000,-355.771,14055,Road_33-Lane_1-Waypoint_4,33,1,108.795,0.000,-355.759,,,,0.00,0,gley,
1557,base,base,1542,Road_5-Lane_0-CConnect4,5,0,221.607,0.000,-198.693,14892,Road_5-Lane_0-Connector2,5,0,221.185,0.000,-203.069,,,,0.00,1,gley,
1558,base,base,1543,Road_160-Lane_0-Waypoint_42,160,0,-1769.978,0.200,-1093.423,4774,Road_160-Lane_0-Waypoint_44,160,0,-1769.978,0.200,-1098.749,,,,0.00,1,gley,
1559,base,base,1544,Road_156-Lane_0-Waypoint_16,156,0,-1465.929,0.200,-972.187,10051,Road_156-Lane_0-Waypoint_14,156,0,-1461.432,0.200,-972.187,,,,0.00,1,gley,
1560,base,base,1545,Road_1704-Lane_1-Waypoint_10,1704,1,-557.042,22.905,-378.027,442,Road_1704-Lane_1-Waypoint_12,1704,1,-551.860,22.378,-373.758,,,,0.00,1,gley,bridge_cross_177_194
1561,base,base,1546,Road_218-Lane_2-Waypoint_38,218,2,-2205.975,8.500,-1352.898,13676,Road_218-Lane_2-Waypoint_36,218,2,-2201.461,8.500,-1352.920,,,,0.00,0,gley,
1562,base,base,1547,Road_37-Lane_1-Waypoint_10,37,1,348.803,0.000,220.546,4681,Road_37-Lane_1-Waypoint_12,37,1,352.572,0.000,222.117,,,,0.00,1,gley,
1563,base,base,1548,Road_127-Lane_1-In,127,1,-298.298,0.010,-193.050,15823,Road_127-Lane_1-Waypoint_2,127,1,-298.347,0.010,-187.870,,,,0.00,1,gley,
1564,base,base,1549,Road_157-Lane_3-Connector3,157,3,-1587.916,0.200,-961.827,15714,Road_157-Lane_3-Connector4,157,3,-1590.942,0.200,-961.808,,,,0.00,0,gley,
1565,base,base,1550,Road_49-Lane_0-Waypoint_16,49,0,275.260,0.000,322.465,3113,Road_49-Lane_0-Waypoint_14,49,0,270.855,0.000,322.459,,,,0.00,1,gley,
1566,base,base,1551,Road_1705-Lane_1-Waypoint_4,1705,1,-339.077,0.010,-192.148,12384,Road_1705-Lane_1-Waypoint_6,1705,1,-344.799,0.010,-196.875,,,,0.00,1,gley,bridge_cross_178_184
1568,base,base,1553,Road_116-Lane_2-Waypoint_4,116,2,-536.487,0.010,-374.162,3765,Road_116-Lane_2-Waypoint_6,116,2,-531.197,0.010,-374.141,,,,0.00,1,gley,
1569,base,base,1554,Road_40-Lane_0-Waypoint_4,40,0,308.765,0.000,237.396,13374,Road_40-Lane_0-Waypoint_2,40,0,308.762,0.000,231.018,,,,0.00,1,gley,
1570,base,base,1555,Road_163-Lane_0-Connector2,163,0,-1857.598,0.200,-1156.914,5158,Road_163-Lane_0-Connector3,163,0,-1857.598,0.200,-1153.356,,,,0.00,1,gley,
1571,base,base,1556,Road_1706-Lane_1-Waypoint_100,1706,1,-401.538,6.627,-235.440,10414,Road_1706-Lane_1-Waypoint_98,1706,1,-405.531,7.143,-238.729,,,,0.00,1,gley,bridge_cross_179_183
1572,base,base,1557,Road_7-Lane_0-Connector2,7,0,313.076,0.000,-21.307,15297,Road_7-Lane_0-Connector3,7,0,309.916,0.000,-21.308,,,,0.00,1,gley,
1573,base,base,1558,Road_16-Lane_1-Waypoint_14,16,1,225.393,0.000,-298.762,11377,Road_16-Lane_1-Waypoint_16,16,1,225.398,0.000,-294.430,,,,0.00,1,gley,
1574,base,base,1559,Road_65-Lane_1-Connector2,65,1,-218.694,0.000,305.533,2620,Road_65-Lane_1-Connector3,65,1,-215.477,0.000,305.539,,,,0.00,0,gley,
1575,base,base,1560,Road_42-Lane_1-Connector4,42,1,397.464,0.000,467.607,668,Road_42-Lane_1-Connector5,42,1,394.885,0.000,469.315,,,,0.00,1,gley,
1576,base,base,1561,Road_12-Lane_2-CConnect5,12,2,213.700,0.000,-363.501,8465,Road_15-Lane_2-In,15,2,209.477,0.000,-363.508,,,,0.00,1,gley,
1577,base,base,1562,Road_76-Lane_3-CConnect2,76,3,-36.529,0.000,175.139,16648,Road_72-Lane_0-In,72,0,-36.486,0.000,181.941,,,,0.00,0,gley,
1578,base,base,1563,Road_29-Lane_1-CConnect6,29,1,-31.537,0.000,466.604,6112,Road_29-Lane_1-Connector2,29,1,-35.473,0.000,466.602,,,,0.00,1,gley,
1579,base,base,1564,Road_218-Lane_5-Waypoint_116,218,5,-2409.050,8.500,-1314.009,8833,Road_218-Lane_5-Waypoint_118,218,5,-2413.335,8.500,-1312.635,,,,0.00,0,gley,
1580,base,base,1565,Road_227-Lane_1-Waypoint_4,227,1,-3162.370,-0.063,-1165.669,9176,Road_227-Lane_1-Waypoint_6,227,1,-3162.453,-0.052,-1161.596,,,,0.00,1,gley,
1581,base,base,1566,Road_127-Lane_0-In,127,0,-302.388,0.010,-183.669,3683,Road_127-Lane_0-Waypoint_2,127,0,-302.347,0.010,-187.908,,,,0.00,1,gley,
1582,base,base,1567,Road_256-Lane_0-Out,256,0,-2778.902,0.050,-1537.420,11433,Road_254-Lane_0-Waypoint_58,254,0,-2785.268,0.050,-1541.189,,,,0.00,1,gley,
1583,base,base,1568,Road_115-Lane_1-Waypoint_16,115,1,-528.826,0.010,-355.649,15368,Road_115-Lane_1-Waypoint_18,115,1,-533.743,0.010,-355.669,,,,0.00,0,gley,
1584,base,base,1569,Road_52-Lane_0-CConnect6,52,0,317.370,0.000,322.896,13600,Road_52-Lane_0-Connector2,52,0,313.437,0.000,322.822,,,,0.00,0,gley,
1585,base,base,1570,Road_111-Lane_1-Waypoint_8,111,1,-337.486,0.010,-378.190,10903,Road_111-Lane_1-Waypoint_6,111,1,-332.906,0.010,-378.198,,,,0.00,0,gley,
1586,base,base,1571,Road_237-Lane_2-Waypoint_148,237,2,-2188.826,0.010,-903.228,2424,Road_237-Lane_2-Waypoint_146,237,2,-2182.404,0.300,-903.249,,,,0.00,0,gley,
1587,base,base,1572,Road_39-Lane_0-Connector2,39,0,312.536,0.000,202.423,6882,Road_39-Lane_0-Connector3,39,0,312.539,0.000,205.800,,,,0.00,1,gley,
1588,base,base,1573,Road_245-Lane_0-Waypoint_6,245,0,-3265.780,0.050,-1535.313,2216,Road_245-Lane_0-Waypoint_4,245,0,-3260.776,0.050,-1535.311,,,,0.00,1,gley,
1590,base,base,1575,Road_134-Lane_0-Connector2,134,0,-390.228,0.010,-200.374,17036,Road_134-Lane_0-Connector3,134,0,-393.068,0.010,-203.033,,,,0.00,1,gley,
1591,base,base,1576,Road_95-Lane_0-Connector6,95,0,-118.374,0.000,-377.949,4136,Road_95-Lane_0-CConnect6,95,0,-113.610,0.000,-377.956,,,,0.00,0,gley,
1592,base,base,1577,Road_83-Lane_1-Waypoint_16,83,1,134.157,0.000,203.647,3040,Road_83-Lane_1-Waypoint_18,83,1,134.154,0.000,198.780,,,,0.00,1,gley,
1593,base,base,1578,Road_163-Lane_0-Waypoint_46,163,0,-1857.598,0.200,-1282.452,14225,Road_163-Lane_0-Waypoint_44,163,0,-1857.598,0.200,-1276.851,,,,0.00,1,gley,
1594,base,base,1579,Road_200-Lane_0-Waypoint_16,200,0,-3038.724,-0.008,-1229.177,10593,Road_200-Lane_0-Waypoint_14,200,0,-3038.416,-0.008,-1224.464,,,,0.00,1,gley,
1595,base,base,1580,Road_237-Lane_3-Waypoint_16,237,3,-1931.225,0.300,-962.198,13064,Road_237-Lane_3-Waypoint_19,237,3,-1936.422,0.300,-961.757,,,,0.00,0,gley,
1596,base,base,1581,Road_214-Lane_0-Waypoint_24,214,0,-2578.319,0.000,-1164.678,1310,Road_214-Lane_0-Waypoint_22,214,0,-2577.281,0.000,-1159.391,,,,0.00,1,gley,
1597,base,base,1582,Road_1702-Lane_0-Waypoint_12,1702,0,-1660.020,0.200,-1276.682,13029,Road_1702-Lane_0-Waypoint_15,1702,0,-1664.812,0.200,-1275.935,,,,0.00,1,gley,bridge_ramp_south
1598,base,base,1583,Road_1706-Lane_0-Waypoint_4,1706,0,-1500.998,7.640,-1144.325,14891,Road_1706-Lane_0-Waypoint_6,1706,0,-1505.964,6.997,-1148.446,,,,0.00,1,gley,bridge_cross_179_183
1599,base,base,1584,Road_1705-Lane_1-Waypoint_30,1705,1,-401.345,3.449,-243.589,7560,Road_1705-Lane_1-Waypoint_32,1705,1,-405.234,3.952,-246.802,,,,0.00,1,gley,bridge_cross_178_184
1600,base,base,1585,Road_68-Lane_1-Waypoint_16,68,1,-127.873,0.000,400.756,13644,Road_68-Lane_1-Waypoint_18,68,1,-127.883,0.000,396.622,,,,0.00,1,gley,
1601,base,base,1586,Road_208-Lane_0-Waypoint_7,208,0,-2698.341,9.690,-1299.407,13076,Road_208-Lane_0-Waypoint_6,208,0,-2694.288,9.840,-1297.784,,,,0.00,0,gley,
1602,base,base,1587,Road_169-Lane_2-Waypoint_18,169,2,-1620.013,0.200,-1141.458,1039,Road_169-Lane_2-Waypoint_16,169,2,-1625.119,0.200,-1141.496,,,,0.00,0,gley,
1603,base,base,1588,Road_241-Lane_0-Waypoint_14,241,0,-3284.794,0.050,-1472.570,9721,Road_241-Lane_0-Waypoint_12,241,0,-3279.613,0.050,-1471.099,,,,0.00,1,gley,
1604,base,base,1589,Road_72-Lane_1-Connector4,72,1,-46.559,0.000,166.261,14369,Road_72-Lane_1-CConnect4,72,1,-52.478,0.000,165.970,,,,0.00,1,gley,
1605,base,base,1590,Road_162-Lane_0-Out,162,0,-1857.598,0.200,-986.131,11325,Road_162-Lane_0-CConnect3,162,0,-1856.480,0.200,-979.778,,,,0.00,1,gley,
1606,base,base,1591,Road_147-Lane_0-Waypoint_16,147,0,-1716.334,2.000,-1507.149,10378,Road_147-Lane_0-Waypoint_14,147,0,-1720.725,2.000,-1507.128,,,,0.00,1,gley,
1607,base,base,1592,Road_222-Lane_1-In,222,1,-2624.076,0.000,-1027.370,6208,Road_222-Lane_1-Waypoint_2,222,1,-2631.299,0.000,-1030.677,,,,0.00,1,gley,
1608,base,base,1593,Road_147-Lane_0-Waypoint_10,147,0,-1728.824,2.000,-1507.089,16693,Road_147-Lane_0-Waypoint_8,147,0,-1733.018,2.000,-1507.069,,,,0.00,1,gley,
1609,base,base,1594,Road_20-Lane_0-Waypoint_18,20,0,134.047,0.000,48.329,11162,Road_20-Lane_0-Waypoint_16,20,0,134.045,0.000,43.674,,,,0.00,1,gley,
1610,base,base,1595,Road_5-Lane_1-Waypoint_16,5,1,225.400,0.000,-143.471,17916,Road_5-Lane_1-Waypoint_18,5,1,225.401,0.000,-138.817,,,,0.00,1,gley,
1611,base,base,1596,Road_165-Lane_2-Waypoint_6,165,2,-1712.909,0.200,-978.104,12968,Road_165-Lane_2-Waypoint_4,165,2,-1707.637,0.200,-978.104,,,,0.00,0,gley,
1612,base,base,1597,Road_107-Lane_0-Waypoint_22,107,0,46.756,0.000,-129.442,2855,Road_107-Lane_0-Waypoint_20,107,0,46.756,0.000,-133.699,,,,0.00,1,gley,
1613,base,base,1598,Road_237-Lane_0-Waypoint_179,237,0,-2297.965,0.000,-898.181,12643,Road_237-Lane_0-Waypoint_177,237,0,-2290.483,0.000,-898.176,,,,0.00,1,gley,
1614,base,base,1599,Road_78-Lane_0-In,78,0,-27.406,0.000,255.344,815,Road_78-Lane_0-Waypoint_22,78,0,-21.721,0.000,255.345,,,,0.00,1,gley,
1615,base,base,1600,Road_130-Lane_0-Waypoint_2,130,0,-563.824,0.010,-332.199,12122,Road_130-Lane_0-Out,130,0,-563.808,0.010,-339.830,,,,0.00,1,gley,
1616,base,base,1601,Road_80-Lane_0-In,80,0,-27.230,0.000,371.501,12756,Road_80-Lane_0-Waypoint_56,80,0,-26.963,0.000,371.501,,,,0.00,1,gley,
1617,base,base,1602,Road_230-Lane_0-Waypoint_17,230,0,-2914.317,-0.196,-1006.500,13872,Road_230-Lane_0-Waypoint_14,230,0,-2918.426,-0.008,-1005.496,,,,0.00,1,gley,
1618,base,base,1603,Road_124-Lane_1-Connector9,124,1,-311.912,0.010,-168.281,7635,Road_124-Lane_1-Connector10,124,1,-314.933,0.010,-169.775,,,,0.00,1,gley,
1619,base,base,1604,Road_12-Lane_1-CConnect6,12,1,231.428,0.000,-355.872,8452,Road_12-Lane_1-Connector2,12,1,227.472,0.000,-355.879,,,,0.00,0,gley,
1620,base,base,1605,Road_152-Lane_0-CConnect15,152,0,-1589.997,0.200,-1373.527,16831,Road_152-Lane_0-Connector2,152,0,-1589.754,0.200,-1367.979,,,,0.00,1,gley,
1621,base,base,1606,Road_197-Lane_4-Waypoint_33,197,4,-1608.272,8.834,-1357.524,8991,Road_197-Lane_4-Waypoint_31,197,4,-1599.104,8.853,-1357.516,,,,0.00,0,gley,
1622,base,base,1607,Road_215-Lane_1-Waypoint_32,215,1,-3209.161,0.050,-1217.888,16104,Road_215-Lane_1-Waypoint_34,215,1,-3216.737,0.050,-1217.688,,,,0.00,1,gley,
1623,base,base,1608,Road_123-Lane_1-Waypoint_16,123,1,-233.817,0.010,-21.273,3558,Road_123-Lane_1-Waypoint_18,123,1,-237.852,0.010,-21.285,,,,0.00,1,gley,
1624,base,base,1609,Road_115-Lane_0-Waypoint_6,115,0,-507.514,0.010,-359.563,8100,Road_115-Lane_0-Waypoint_8,115,0,-512.139,0.010,-359.581,,,,0.00,0,gley,
1625,base,base,1610,Road_76-Lane_1-Waypoint_12,76,1,2.697,0.000,165.846,15094,Road_76-Lane_1-Waypoint_14,76,1,-1.393,0.000,165.851,,,,0.00,1,gley,
1626,base,base,1611,Road_148-Lane_0-Connector13,148,0,-1682.527,0.200,-1330.969,2660,Road_148-Lane_0-Connector14,148,0,-1682.683,0.200,-1326.939,,,,0.00,1,gley,
1627,base,base,1612,Road_20-Lane_0-Waypoint_44,20,0,134.072,0.000,104.318,15304,Road_20-Lane_0-Waypoint_42,20,0,134.070,0.000,99.287,,,,0.00,1,gley,
1628,base,base,1613,Road_102-Lane_1-Waypoint_36,102,1,-123.768,0.000,-248.016,2824,Road_102-Lane_1-Waypoint_38,102,1,-123.771,0.000,-241.522,,,,0.00,1,gley,
1629,base,base,1614,Road_121-Lane_0-Waypoint_16,121,0,-441.670,0.010,-25.356,5802,Road_121-Lane_0-Waypoint_14,121,0,-437.322,0.010,-25.373,,,,0.00,1,gley,
1630,base,base,1615,Road_142-Lane_0-CConnect4,142,0,-1863.943,0.300,-1327.210,4654,Road_239-Lane_0-In,239,0,-1867.142,0.300,-1327.197,,,,0.00,0,gley,
1631,base,base,1616,Road_45-Lane_1-Waypoint_14,45,1,134.115,0.000,410.839,6924,Road_45-Lane_1-Waypoint_16,45,1,134.109,0.000,406.486,,,,0.00,1,gley,
1632,base,base,1617,Road_35-Lane_3-Waypoint_20,35,3,-104.065,0.000,470.644,197,Road_35-Lane_3-Waypoint_22,35,3,-110.999,0.000,470.651,,,,0.00,0,gley,
1633,base,base,1618,Road_14-Lane_3-Waypoint_12,14,3,178.025,0.000,-374.424,6590,Road_14-Lane_3-Waypoint_10,14,3,182.029,0.000,-374.434,,,,0.00,1,gley,
1634,base,base,1619,Road_32-Lane_3-Waypoint_6,32,3,103.277,0.000,-204.484,5332,Road_32-Lane_3-Waypoint_8,32,3,98.633,0.000,-204.485,,,,0.00,0,gley,
1635,base,base,1620,Road_66-Lane_1-Waypoint_22,66,1,-302.482,0.000,388.576,17430,Road_66-Lane_1-Waypoint_24,66,1,-302.482,0.000,384.524,,,,0.00,1,gley,
1636,base,base,1621,Road_1701-Lane_0-Waypoint_32,1701,0,-1669.643,0.200,-1221.929,11768,Road_1701-Lane_0-Waypoint_34,1701,0,-1670.134,0.200,-1215.124,,,,0.00,1,gley,bridge_ramp_north
1637,base,base,1622,Road_127-Lane_1-Connector4,127,1,-309.982,0.010,-172.651,1889,Road_127-Lane_1-Connector5,127,1,-314.832,0.010,-174.447,,,,0.00,1,gley,
1638,base,base,1623,Road_165-Lane_3-Out,165,3,-1754.920,0.200,-962.204,2498,Road_165-Lane_3-CConnect7,165,3,-1760.199,0.200,-962.204,,,,0.00,0,gley,
1639,base,base,1624,Road_74-Lane_1-Waypoint_23,74,1,-127.846,0.000,89.017,16760,Road_74-Lane_1-Waypoint_26,74,1,-127.831,0.000,83.510,,,,0.00,1,gley,
1640,base,base,1625,Road_109-Lane_0-Waypoint_10,109,0,-254.609,0.010,-359.532,7499,Road_109-Lane_0-Waypoint_12,109,0,-258.621,0.010,-359.524,,,,0.00,0,gley,
1641,base,base,1626,Road_54-Lane_3-Waypoint_22,54,3,292.844,0.000,458.634,7043,Road_54-Lane_3-Out,54,3,296.415,0.000,458.638,,,,0.00,0,gley,
1642,base,base,1627,Road_69-Lane_0-Waypoint_4,69,0,-36.574,0.000,432.830,2886,Road_69-Lane_0-Waypoint_2,69,0,-36.598,0.000,439.025,,,,0.00,1,gley,
1643,base,base,1628,Road_78-Lane_1-CConnect3,78,1,-33.366,0.000,259.014,9429,Road_78-Lane_1-Connector2,78,1,-36.073,0.000,260.505,,,,0.00,1,gley,
1644,base,base,1629,Road_154-Lane_0-Waypoint_20,154,0,-1412.515,0.200,-1255.833,17086,Road_154-Lane_0-Waypoint_18,154,0,-1412.515,0.200,-1260.207,,,,0.00,1,gley,
1645,base,base,1630,Road_118-Lane_1-Waypoint_8,118,1,-426.696,0.010,-208.567,17202,Road_118-Lane_1-Waypoint_10,118,1,-430.859,0.010,-208.583,,,,0.00,1,gley,
1646,base,base,1631,Road_211-Lane_0-Out,211,0,-2371.122,0.000,-1413.730,17173,Road_211-Lane_0-CConnect3,211,0,-2376.909,0.000,-1413.163,,,,0.00,1,gley,
1647,base,base,1631,Road_211-Lane_0-Out,211,0,-2371.122,0.000,-1413.730,5343,Road_211-Lane_0-CConnect9,211,0,-2373.415,0.000,-1412.597,,,,0.00,1,gley,
1648,base,base,1631,Road_211-Lane_0-Out,211,0,-2371.122,0.000,-1413.730,8013,Road_211-Lane_0-CConnect10,211,0,-2373.309,0.000,-1412.335,,,,0.00,1,gley,
1649,base,base,1631,Road_211-Lane_0-Out,211,0,-2371.122,0.000,-1413.730,17437,Road_211-Lane_0-CConnect6,211,0,-2374.954,0.000,-1411.729,,,,0.00,1,gley,
1650,base,base,1632,Road_18-Lane_1-CConnect3,18,1,144.159,0.000,-212.701,4100,Road_17-Lane_0-In,17,0,147.590,0.000,-212.515,,,,0.00,1,gley,
1651,base,base,1633,Road_58-Lane_1-Connector3,58,1,42.435,0.000,-16.591,7356,Road_58-Lane_1-CConnect3,58,1,36.943,0.000,-17.292,,,,0.00,1,gley,
1652,base,base,1634,Road_197-Lane_3-Waypoint_15,197,3,-1511.150,9.172,-1339.051,15754,Road_197-Lane_3-Waypoint_17,197,3,-1523.725,9.172,-1339.059,,,,0.00,0,gley,
1653,base,base,1635,Road_54-Lane_3-Waypoint_18,54,3,280.329,0.000,458.619,2380,Road_54-Lane_3-Waypoint_20,54,3,286.067,0.000,458.626,,,,0.00,0,gley,
1654,base,base,1636,Road_146-Lane_0-Connector2,146,0,-1769.822,2.000,-1501.663,14979,Road_146-Lane_0-Connector3,146,0,-1771.905,2.000,-1504.048,,,,0.00,1,gley,
1655,base,base,1637,Road_128-Lane_0-Waypoint_4,128,0,-302.257,0.010,-115.729,7862,Road_128-Lane_0-Waypoint_2,128,0,-302.272,0.010,-122.429,,,,0.00,1,gley,
1656,base,base,1638,Road_150-Lane_0-Waypoint_12,150,0,-1543.260,2.000,-1507.269,10539,Road_150-Lane_0-Waypoint_10,150,0,-1547.272,2.000,-1507.267,,,,0.00,1,gley,
1657,base,base,1639,Road_138-Lane_2-Waypoint_10,138,2,-1638.517,0.200,-1354.282,12599,Road_138-Lane_2-Waypoint_12,138,2,-1634.499,0.200,-1354.293,,,,0.00,1,gley,
1658,base,base,1640,Road_222-Lane_1-Waypoint_58,222,1,-2775.459,-0.008,-1031.901,8338,Road_222-Lane_1-Waypoint_61,222,1,-2783.886,-0.008,-1032.138,,,,0.00,1,gley,
1659,base,base,1641,Road_141-Lane_0-Waypoint_14,141,0,-1729.545,0.200,-1332.715,10671,Road_141-Lane_0-Waypoint_16,141,0,-1733.880,0.200,-1332.713,,,,0.00,0,gley,
1660,base,base,1642,Road_101-Lane_2-Out,101,2,-26.281,0.000,-204.529,10584,Road_101-Lane_2-CConnect6,101,2,-31.482,0.000,-204.520,,,,0.00,0,gley,
1661,base,base,1642,Road_101-Lane_2-Out,101,2,-26.281,0.000,-204.529,11254,Road_101-Lane_2-CConnect4,101,2,-31.565,0.000,-204.427,,,,0.00,0,gley,
1662,base,base,1643,Road_254-Lane_0-Waypoint_64,254,0,-2772.596,0.050,-1554.147,13543,Road_254-Lane_0-Waypoint_62,254,0,-2776.501,0.050,-1549.624,,,,0.00,1,gley,
1663,base,base,1644,Road_197-Lane_2-Waypoint_13,197,2,-1498.066,8.962,-1352.844,9164,Road_197-Lane_2-Waypoint_11,197,2,-1484.472,9.172,-1352.837,,,,0.00,0,gley,
1664,base,base,1645,Road_214-Lane_1-Waypoint_127,214,1,-2450.705,-0.008,-1360.565,11793,Road_214-Lane_1-Waypoint_128,214,1,-2446.750,-0.008,-1362.006,,,,0.00,1,gley,
1665,base,base,1646,Road_174-Lane_0-Connector2,174,0,-1607.522,0.200,-1252.603,10786,Road_174-Lane_0-Connector3,174,0,-1606.222,0.200,-1250.557,,,,0.00,1,gley,
1666,base,base,1647,Road_91-Lane_1-In,91,1,34.075,0.000,-355.696,2573,Road_91-Lane_1-Waypoint_2,91,1,26.758,0.000,-355.698,,,,0.00,0,gley,
1667,base,base,1648,Road_119-Lane_2-CConnect6,119,2,-483.390,0.010,-216.603,17260,Road_119-Lane_2-Connector2,119,2,-479.525,0.010,-216.622,,,,0.00,0,gley,
1668,base,base,1649,Road_34-Lane_1-Waypoint_6,34,1,81.057,0.000,-381.929,7039,Road_34-Lane_1-Waypoint_8,34,1,85.637,0.000,-381.931,,,,0.00,0,gley,
